type,approved_id,approved_time,approved_labels,approved_heroes,approved_result,pipeline_id,pipeline_time,pipeline_labels,pipeline_heroes,pipeline_result,detail,approved_comment
matched_diff,117,28:15-28:32,开雾,天辉：无；夜魇：拉比克、树精卫士、酒仙、风行者,"使用: GLYPH(夜魇) 树精卫士; 进入: 酒仙, 拉比克, 树精卫士, 风行者；位置：上路/上半区 raw=(77,131) game=(-6532,416)",116,28:15-28:15,开雾,天辉：无；夜魇：树精卫士,树精卫士 使用诡计之雾,time_range;heroes;result,
matched_diff,118,28:23-28:28,控符,天辉赏金符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手罐装天辉赏金神符,117,28:28-28:28,控符,天辉：电炎绝手；夜魇：无,电炎绝手罐装赏金神符,time_range;heroes;result,
matched_diff,119,28:28-28:50,小规模冲突,天辉：小小、朗戈、电炎绝手；夜魇：树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：28:50 小小,118,28:33-28:38,小规模冲突,天辉：朗戈、电炎绝手；夜魇：祈求者、酒仙、风行者,击杀结果：天辉 0 - 0 夜魇；死亡：无,time_range;heroes;result,团战，参与者漏了，天辉：小小、朗戈、电炎绝手。玛尔斯；夜魇：树精卫士、祈求者、酒仙、风行者、拉比克
matched_diff,120,28:56-29:06,囤野/堆野,天辉：玛尔斯；夜魇：无,,120,29:01-29:01,囤野/堆野,天辉：玛尔斯；夜魇：无,玛尔斯 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,121,29:35-29:37,小规模冲突,天辉：电炎绝手；夜魇：祈求者,击杀结果：未记录英雄击杀,121,29:35-29:37,小规模冲突,天辉：电炎绝手；夜魇：祈求者,击杀结果：天辉 0 - 0 夜魇；死亡：无,result,
matched_diff,122,29:43-29:48,控符,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取夜魇赏金神符,122,29:48-29:48,控符,天辉：无；夜魇：拉比克,拉比克拾取赏金神符,time_range;heroes;result,
matched_diff,123,29:56-30:06,囤野/堆野,天辉：无；夜魇：拉比克,,123,30:01-30:01,囤野/堆野,天辉：无；夜魇：拉比克,拉比克 堆野计数增加：camps +1，creeps +3,time_range;result,
matched_diff,124,29:59-30:04,控符,上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取双倍神符,124,30:04-30:04,控符,天辉：无；夜魇：拉比克,拉比克拾取双倍神符,time_range;heroes,
matched_diff,125,30:08-30:12,小规模冲突,天辉：玛尔斯；夜魇：拉比克、树精卫士、祈求者,击杀结果：未记录英雄击杀；死亡：无,125,30:08-30:16,小规模冲突,天辉：玛尔斯；夜魇：拉比克、祈求者、风行者,击杀结果：天辉 0 - 0 夜魇；死亡：无,time_range;heroes;result,人物漏了电炎绝手、巫妖
matched_diff,126,30:26-31:01,开雾,天辉：无；夜魇：拉比克、树精卫士、风行者,"使用: GLYPH(夜魇) 树精卫士; 进入: 拉比克, 树精卫士, 风行者；位置：上路/上半区 raw=(85,168) game=(-5556,5179)",126,30:26-30:26,开雾,天辉：无；夜魇：树精卫士,树精卫士 使用诡计之雾,time_range;heroes;result,
matched_diff,127,30:27-30:47,小规模冲突,天辉：巫妖、朗戈、玛尔斯；夜魇：酒仙,击杀结果：天辉 1 - 0 夜魇；死亡：30:47 酒仙,127,30:31-30:42,小规模冲突,天辉：巫妖、朗戈、玛尔斯；夜魇：酒仙,击杀结果：天辉 1 - 0 夜魇；死亡：30:42 酒仙,time_range;result,
matched_diff,128,31:09-31:16,开雾,天辉：巫妖、朗戈、电炎绝手；夜魇：无,"使用: FLCN(天辉) 朗戈; 进入: 朗戈, 巫妖, 电炎绝手；位置：上路/上半区 raw=(95,131) game=(-4244,414)",128,31:09-31:09,开雾,天辉：朗戈；夜魇：无,朗戈 使用诡计之雾,time_range;heroes;result,
matched_diff,130,31:55-32:00,控符,"上符点附近： FLCN(天辉)： 巫妖, 电炎绝手; GLYPH(夜魇)： 无",神符刷新在另一侧,130,32:25-32:25,控符,天辉：无；夜魇：拉比克,拉比克拾取恢复神符,time_range;heroes;result,人物错误，天辉与夜魇均没有人物参与
